atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_memberships	gcf_selected_category	gcf_selected_threshold	gcf_selected_id	gcf_selected_status	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
355	atlas_context	dataset_family_atlas	10462	mix	FAM_00470;FAM_01746	FAM_00470;FAM_01746	1	1		0	1	present	mix	NRPS	1		376	6	tier_3	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018213.1.region003	BGC20	NRPS	FAM_00470;FAM_01152;FAM_01746;FAM_02025	mix@c0.3=FAM_00470;mix@c0.3=FAM_01746;nrps@c0.3=FAM_01152;nrps@c0.3=FAM_02025	mix	0.3	FAM_00470;FAM_01746	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6343382398321397: serinocyclin A, serinocyclin B			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Zymoseptoria_tritici_IPO323 NC_018213.1.region003 represents BiG-SCAPE CC 10462 (FAM_00470;FAM_01746) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6343382398321397: serinocyclin A, serinocyclin B, but product identity is not assigned.
356	atlas_context	dataset_family_atlas	7929	mix	FAM_00382;FAM_01658	FAM_00382;FAM_01658	1	1		0	1	present	mix	NRPS-like	1		377	6	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066259.1.region001	BGC16	NRPS	FAM_00382;FAM_01135;FAM_01658;FAM_02008	mix@c0.3=FAM_00382;mix@c0.3=FAM_01658;nrps@c0.3=FAM_01135;nrps@c0.3=FAM_02008	mix	0.3	FAM_00382;FAM_01658	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4086049036166531: aspulvinone E			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_nidulans_FGSC_A4 NC_066259.1.region001 represents BiG-SCAPE CC 7929 (FAM_00382;FAM_01658) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4086049036166531: aspulvinone E, but product identity is not assigned.
357	atlas_context	dataset_family_atlas	5720	mix	FAM_00303;FAM_01579	FAM_00303;FAM_01579	1	1		0	1	present	mix	terpene	1		378	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007194.1.region002	BGC2	terpene	FAM_00303;FAM_00731;FAM_01579;FAM_02312	mix@c0.3=FAM_00303;mix@c0.3=FAM_01579;terpene@c0.3=FAM_00731;terpene@c0.3=FAM_02312	mix	0.3	FAM_00303;FAM_01579	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4325135858906292: HEx-tc1 terpene			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_fumigatus_Af293 NC_007194.1.region002 represents BiG-SCAPE CC 5720 (FAM_00303;FAM_01579) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4325135858906292: HEx-tc1 terpene, but product identity is not assigned.
358	atlas_context	dataset_family_atlas	5476	mix	FAM_00300;FAM_01576	FAM_00300;FAM_01576	1	1		0	1	present	mix	NRPS-like	1		379	6	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037312.1.region001	BGC17	NRPS	FAM_00300;FAM_01110;FAM_01576;FAM_01983	mix@c0.3=FAM_00300;mix@c0.3=FAM_01576;nrps@c0.3=FAM_01110;nrps@c0.3=FAM_01983	mix	0.3	FAM_00300;FAM_01576	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.39626914462500507: azomycin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Botrytis_cinerea_B05.10 NC_037312.1.region001 represents BiG-SCAPE CC 5476 (FAM_00300;FAM_01576) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.39626914462500507: azomycin, but product identity is not assigned.
359	atlas_context	dataset_family_atlas	5736	mix	FAM_00304;FAM_01580	FAM_00304;FAM_01580	1	1		0	1	present	mix	terpene	1		380	6	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066262.1.region002	BGC32	terpene	FAM_00304;FAM_00732;FAM_01580;FAM_02313	mix@c0.3=FAM_00304;mix@c0.3=FAM_01580;terpene@c0.3=FAM_00732;terpene@c0.3=FAM_02313	mix	0.3	FAM_00304;FAM_01580	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4713261328474655: fumihopaside A, compound 3, 21-β-H-hopane-3beta, 22-diol; FBGC00583 7.4: halovir I		halovir I	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_nidulans_FGSC_A4 NC_066262.1.region002 represents BiG-SCAPE CC 5736 (FAM_00304;FAM_01580) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4713261328474655: fumihopaside A, compound 3, 21-β-H-hopane-3beta, 22-diol; FBGC00583 7.4: halovir I, but product identity is not assigned.
360	atlas_context	dataset_family_atlas	13067	mix	FAM_00549;FAM_01825	FAM_00549;FAM_01825	1	1		0	1	present	mix	NRPS	1		381	6	tier_3	Neurospora_crassa_OR74A	UNLABELED	NC_026507.1.region004	BGC24	NRPS	FAM_00549;FAM_01174;FAM_01825;FAM_02047	mix@c0.3=FAM_00549;mix@c0.3=FAM_01825;nrps@c0.3=FAM_01174;nrps@c0.3=FAM_02047	mix	0.3	FAM_00549;FAM_01825	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6493255914036404: HC-toxin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Neurospora_crassa_OR74A NC_026507.1.region004 represents BiG-SCAPE CC 13067 (FAM_00549;FAM_01825) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6493255914036404: HC-toxin, but product identity is not assigned.
361	atlas_context	dataset_family_atlas	2791	mix	FAM_00207;FAM_01483	FAM_00207;FAM_01483	1	1		0	1	present	mix	NRPS-like	1		382	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007199.1.region003	BGC44	NRPS	FAM_00207;FAM_01086;FAM_01483;FAM_01959	mix@c0.3=FAM_00207;mix@c0.3=FAM_01483;nrps@c0.3=FAM_01086;nrps@c0.3=FAM_01959	mix	0.3	FAM_00207;FAM_01483	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4412916152477488: Livipeptin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_fumigatus_Af293 NC_007199.1.region003 represents BiG-SCAPE CC 2791 (FAM_00207;FAM_01483) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4412916152477488: Livipeptin, but product identity is not assigned.
362	atlas_context	dataset_family_atlas	8518	mix	FAM_00399;FAM_01675	FAM_00399;FAM_01675	1	1		0	1	present	mix	NRPS-like	1		383	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007201.1.region002	BGC55	NRPS	FAM_00399;FAM_01139;FAM_01675;FAM_02012	mix@c0.3=FAM_00399;mix@c0.3=FAM_01675;nrps@c0.3=FAM_01139;nrps@c0.3=FAM_02012	mix	0.3	FAM_00399;FAM_01675	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6034212099311219: peramine; FBGC00545 7.8: brevijanazine A		brevijanazine A	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_fumigatus_Af293 NC_007201.1.region002 represents BiG-SCAPE CC 8518 (FAM_00399;FAM_01675) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6034212099311219: peramine; FBGC00545 7.8: brevijanazine A, but product identity is not assigned.
363	atlas_context	dataset_family_atlas	6489	mix	FAM_00323;FAM_01599	FAM_00323;FAM_01599	1	1		0	1	present	mix	terpene	1		385	6	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037313.1.region003	BGC25	terpene	FAM_00323;FAM_00742;FAM_01599;FAM_02323	mix@c0.3=FAM_00323;mix@c0.3=FAM_01599;terpene@c0.3=FAM_00742;terpene@c0.3=FAM_02323	mix	0.3	FAM_00323;FAM_01599	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3081121506242632: fusatrixin, fusapentaxin, fusaoctaxin A			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Botrytis_cinerea_B05.10 NC_037313.1.region003 represents BiG-SCAPE CC 6489 (FAM_00323;FAM_01599) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3081121506242632: fusatrixin, fusapentaxin, fusaoctaxin A, but product identity is not assigned.
364	atlas_context	dataset_family_atlas	8987	mix	FAM_00418;FAM_01694	FAM_00418;FAM_01694	1	1		0	1	present	mix	T1PKS	1		386	6	tier_3	Malassezia_restricta_KCTC_27527	UNLABELED	NC_040197.1.region001	BGC6	PKS	FAM_00418;FAM_00925;FAM_01694;FAM_02186	mix@c0.3=FAM_00418;mix@c0.3=FAM_01694;pks@c0.3=FAM_00925;pks@c0.3=FAM_02186	mix	0.3	FAM_00418;FAM_01694	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5961602343759212: 6-methylsalicyclic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Malassezia_restricta_KCTC_27527 NC_040197.1.region001 represents BiG-SCAPE CC 8987 (FAM_00418;FAM_01694) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5961602343759212: 6-methylsalicyclic acid, but product identity is not assigned.
365	atlas_context	dataset_family_atlas	10625	mix	FAM_00474;FAM_01750	FAM_00474;FAM_01750	1	1		0	1	present	mix	NRPS-like	1		387	6	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066258.1.region009	BGC13	NRPS	FAM_00474;FAM_01153;FAM_01750;FAM_02026	mix@c0.3=FAM_00474;mix@c0.3=FAM_01750;nrps@c0.3=FAM_01153;nrps@c0.3=FAM_02026	mix	0.3	FAM_00474;FAM_01750	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5438848398298571: ascofuranone			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_nidulans_FGSC_A4 NC_066258.1.region009 represents BiG-SCAPE CC 10625 (FAM_00474;FAM_01750) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5438848398298571: ascofuranone, but product identity is not assigned.
366	atlas_context	dataset_family_atlas	12332	mix	FAM_00515;FAM_01791	FAM_00515;FAM_01791	1	1		0	1	present	mix	terpene	1		388	6	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037318.1.region002	BGC45	terpene	FAM_00515;FAM_00819;FAM_01791;FAM_02400	mix@c0.3=FAM_00515;mix@c0.3=FAM_01791;terpene@c0.3=FAM_00819;terpene@c0.3=FAM_02400	mix	0.3	FAM_00515;FAM_01791	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3025661495715153: F9775A, F9775B, orsellinic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Botrytis_cinerea_B05.10 NC_037318.1.region002 represents BiG-SCAPE CC 12332 (FAM_00515;FAM_01791) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3025661495715153: F9775A, F9775B, orsellinic acid, but product identity is not assigned.
367	atlas_context	dataset_family_atlas	5015	mix	FAM_00285;FAM_01561	FAM_00285;FAM_01561	1	1		0	1	present	mix	terpene-precursor	1		389	6	tier_3	Mycosarcoma_maydis_521	UNLABELED	NC_026491.1.region002	BGC13	terpene	FAM_00285;FAM_00723;FAM_01561;FAM_02304	mix@c0.3=FAM_00285;mix@c0.3=FAM_01561;terpene@c0.3=FAM_00723;terpene@c0.3=FAM_02304	mix	0.3	FAM_00285;FAM_01561	assigned	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5534225982943112: pimara-8(14),15-diene; FBGC00476 16.0: aflatrem		aflatrem	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Mycosarcoma_maydis_521 NC_026491.1.region002 represents BiG-SCAPE CC 5015 (FAM_00285;FAM_01561) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5534225982943112: pimara-8(14),15-diene; FBGC00476 16.0: aflatrem, but product identity is not assigned.
368	atlas_context	dataset_family_atlas	8609	mix	FAM_00401;FAM_01677	FAM_00401;FAM_01677	1	1		0	1	present	mix	NRPS-like	1		390	6	tier_3	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307538.1.region002	BGC13	NRPS	FAM_00401;FAM_01140;FAM_01677;FAM_02013	mix@c0.3=FAM_00401;mix@c0.3=FAM_01677;nrps@c0.3=FAM_01140;nrps@c0.3=FAM_02013	mix	0.3	FAM_00401;FAM_01677	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.23456579588688706: zealexin A1			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Coprinopsis_cinerea_okayama7_130 NW_003307538.1.region002 represents BiG-SCAPE CC 8609 (FAM_00401;FAM_01677) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.23456579588688706: zealexin A1, but product identity is not assigned.
369	atlas_context	dataset_family_atlas	9717	mix	FAM_00445;FAM_01721	FAM_00445;FAM_01721	1	1		0	1	present	mix	terpene	1		391	6	tier_3	Tricharina_praecox_CBS_144465	UNLABELED	NW_026250411.1.region001	BGC14	terpene	FAM_00445;FAM_00794;FAM_01721;FAM_02375	mix@c0.3=FAM_00445;mix@c0.3=FAM_01721;terpene@c0.3=FAM_00794;terpene@c0.3=FAM_02375	mix	0.3	FAM_00445;FAM_01721	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	Tricharina praecox strain CBS 144465 chromosome Unknown BZA05scaffold_9, whole genome shotgun sequence			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Tricharina_praecox_CBS_144465 NW_026250411.1.region001 represents BiG-SCAPE CC 9717 (FAM_00445;FAM_01721) with 1 clustered records across 1 dataset genomes. Annotation hints include Tricharina praecox strain CBS 144465 chromosome Unknown BZA05scaffold_9, whole genome shotgun sequence, but product identity is not assigned.
370	atlas_context	dataset_family_atlas	7885	mix	FAM_00379;FAM_01655	FAM_00379;FAM_01655	1	1		0	1	present	mix	NRPS	1		392	6	tier_3	Calcarisporiella_thermophila_CBS_279.70	UNLABELED	NW_027192195.1.region002	BGC12	NRPS	FAM_00379;FAM_01134;FAM_01655;FAM_02007	mix@c0.3=FAM_00379;mix@c0.3=FAM_01655;nrps@c0.3=FAM_01134;nrps@c0.3=FAM_02007	mix	0.3	FAM_00379;FAM_01655	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6319004045654454: bovienimide A			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Calcarisporiella_thermophila_CBS_279.70 NW_027192195.1.region002 represents BiG-SCAPE CC 7885 (FAM_00379;FAM_01655) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6319004045654454: bovienimide A, but product identity is not assigned.
371	atlas_context	dataset_family_atlas	13572	mix	FAM_00568;FAM_01844	FAM_00568;FAM_01844	1	1		0	1	present	mix	NRPS-like	1		393	6	tier_3	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018208.1.region002	BGC36	NRPS	FAM_00568;FAM_01180;FAM_01844;FAM_02053	mix@c0.3=FAM_00568;mix@c0.3=FAM_01844;nrps@c0.3=FAM_01180;nrps@c0.3=FAM_02053	mix	0.3	FAM_00568;FAM_01844	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4648903622490034: jinggangmycin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Zymoseptoria_tritici_IPO323 NC_018208.1.region002 represents BiG-SCAPE CC 13572 (FAM_00568;FAM_01844) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4648903622490034: jinggangmycin, but product identity is not assigned.
372	atlas_context	dataset_family_atlas	14714	mix	FAM_00606;FAM_01882	FAM_00606;FAM_01882	1	1		0	1	present	mix	NRPS-like	1		394	6	tier_3	Calcarisporiella_thermophila_CBS_279.70	UNLABELED	NW_027192217.1.region001	BGC27	NRPS	FAM_00606;FAM_01186;FAM_01882;FAM_02059	mix@c0.3=FAM_00606;mix@c0.3=FAM_01882;nrps@c0.3=FAM_01186;nrps@c0.3=FAM_02059	mix	0.3	FAM_00606;FAM_01882	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6441279731322812: atromentin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Calcarisporiella_thermophila_CBS_279.70 NW_027192217.1.region001 represents BiG-SCAPE CC 14714 (FAM_00606;FAM_01882) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6441279731322812: atromentin, but product identity is not assigned.
373	atlas_context	dataset_family_atlas	5178	mix	FAM_00291;FAM_01567	FAM_00291;FAM_01567	1	1		0	1	present	mix	terpene-precursor	1		395	6	tier_3	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018218.1.region005	BGC4	terpene	FAM_00291;FAM_00725;FAM_01567;FAM_02306	mix@c0.3=FAM_00291;mix@c0.3=FAM_01567;terpene@c0.3=FAM_00725;terpene@c0.3=FAM_02306	mix	0.3	FAM_00291;FAM_01567	assigned	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.562146173435191: pimara-8(14),15-diene; FBGC00800 21.7: (-)-vinigrol or its analogue		(-)-vinigrol or its analogue	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Zymoseptoria_tritici_IPO323 NC_018218.1.region005 represents BiG-SCAPE CC 5178 (FAM_00291;FAM_01567) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.562146173435191: pimara-8(14),15-diene; FBGC00800 21.7: (-)-vinigrol or its analogue, but product identity is not assigned.
374	atlas_context	dataset_family_atlas	3868	mix	FAM_00240;FAM_01516	FAM_00240;FAM_01516	1	1		0	1	present	mix	T1PKS	1		396	6	tier_3	Orbilia_oligospora_ATCC_24927	UNLABELED	NW_011645772.1.region003	BGC27	PKS	FAM_00240;FAM_00905;FAM_01516;FAM_02166	mix@c0.3=FAM_00240;mix@c0.3=FAM_01516;pks@c0.3=FAM_00905;pks@c0.3=FAM_02166	mix	0.3	FAM_00240;FAM_01516	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6594587915465705: (-)-Mellein			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Orbilia_oligospora_ATCC_24927 NW_011645772.1.region003 represents BiG-SCAPE CC 3868 (FAM_00240;FAM_01516) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6594587915465705: (-)-Mellein, but product identity is not assigned.
375	atlas_context	dataset_family_atlas	10662	mix	FAM_00475;FAM_01751	FAM_00475;FAM_01751	1	1		0	1	present	mix	NRPS-like	1		397	6	tier_3	Malassezia_restricta_KCTC_27527	UNLABELED	NC_040194.1.region001	BGC3	NRPS	FAM_00475;FAM_01154;FAM_01751;FAM_02027	mix@c0.3=FAM_00475;mix@c0.3=FAM_01751;nrps@c0.3=FAM_01154;nrps@c0.3=FAM_02027	mix	0.3	FAM_00475;FAM_01751	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3519451864185542: sarasinoside			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Malassezia_restricta_KCTC_27527 NC_040194.1.region001 represents BiG-SCAPE CC 10662 (FAM_00475;FAM_01751) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3519451864185542: sarasinoside, but product identity is not assigned.
376	atlas_context	dataset_family_atlas	6934	mix	FAM_00341;FAM_01617	FAM_00341;FAM_01617	1	1		0	1	present	mix	terpene-precursor	1		398	6	tier_3	Cystobasidium_minutum_MCA_4210	UNLABELED	NW_027118375.1.region001	BGC2	terpene	FAM_00341;FAM_00754;FAM_01617;FAM_02335	mix@c0.3=FAM_00341;mix@c0.3=FAM_01617;terpene@c0.3=FAM_00754;terpene@c0.3=FAM_02335	mix	0.3	FAM_00341;FAM_01617	assigned	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5548678311972548: pimara-8(14),15-diene; FBGC00484 18.4: 14-(N,N-dimethylvalyloxy)paspalinine		14-(N,N-dimethylvalyloxy)paspalinine	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Cystobasidium_minutum_MCA_4210 NW_027118375.1.region001 represents BiG-SCAPE CC 6934 (FAM_00341;FAM_01617) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5548678311972548: pimara-8(14),15-diene; FBGC00484 18.4: 14-(N,N-dimethylvalyloxy)paspalinine, but product identity is not assigned.
