atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
321	atlas_context	dataset_family_atlas	11816	mix	FAM_00867	FAM_00867;FAM_01610	1	1		0	1	present	NRPS;mix	NRPS-like	1		293	10	tier_2	Pleurotus_ostreatus_PC15	UNLABELED	KL198012.1.region003	BGC32	NRPS	FAM_00867;FAM_01610	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002608.2 | ochratoxin A; clustercompare 0.7892626307681009: ochratoxin A; FBGC00755 47.7: spiromastixone L	ochratoxin A	spiromastixone L	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Pleurotus_ostreatus_PC15 KL198012.1.region003 represents BiG-SCAPE CC 11816 (FAM_00867) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002608.2 | ochratoxin A; clustercompare 0.7892626307681009: ochratoxin A; FBGC00755 47.7: spiromastixone L, but product identity is not assigned.
322	atlas_context	dataset_family_atlas	10426	mix	FAM_00783	FAM_00783;FAM_02008	1	1		0	1	present	mix;terpene	terpene	1		294	10	tier_2	Agaricus_bisporus_H97	UNLABELED	CP015464.1.region002	BGC16	terpene	FAM_00783;FAM_02008	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.798264200494985: (+)-δ-cadinol; FBGC00452 73.0: delta-cadinene	(+)-δ-cadinol	delta-cadinene	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Agaricus_bisporus_H97 CP015464.1.region002 represents BiG-SCAPE CC 10426 (FAM_00783) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.798264200494985: (+)-δ-cadinol; FBGC00452 73.0: delta-cadinene, but product identity is not assigned.
323	atlas_context	dataset_family_atlas	18799	mix	FAM_01273	FAM_01273;FAM_02172	1	1		0	1	present	mix;terpene	terpene	1		295	10	tier_2	Agaricus_bisporus_H97	UNLABELED	CP015464.1.region004	BGC18	terpene	FAM_01273;FAM_02172	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.7921097673428111: (+)-δ-cadinol; FBGC00450 71.7: alpha-muurolene	(+)-δ-cadinol	alpha-muurolene	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Agaricus_bisporus_H97 CP015464.1.region004 represents BiG-SCAPE CC 18799 (FAM_01273) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.7921097673428111: (+)-δ-cadinol; FBGC00450 71.7: alpha-muurolene, but product identity is not assigned.
324	atlas_context	dataset_family_atlas	6965	mix	FAM_00602	FAM_00602;FAM_01951	1	1		0	1	present	mix;terpene	terpene	1		296	10	tier_2	Phanerodontia_chrysosporium_ATCC_20696	UNLABELED	MJGA01000002.1.region002	BGC7	terpene	FAM_00602;FAM_01951	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.8165067543978608: (+)-δ-cadinol; FBGC00452 71.0: delta-cadinene	(+)-δ-cadinol	delta-cadinene	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Phanerodontia_chrysosporium_ATCC_20696 MJGA01000002.1.region002 represents BiG-SCAPE CC 6965 (FAM_00602) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.8165067543978608: (+)-δ-cadinol; FBGC00452 71.0: delta-cadinene, but product identity is not assigned.
325	atlas_context	dataset_family_atlas	18739	mix	FAM_01266	FAM_01266;FAM_01725	1	1		0	1	present	NRPS;mix	NAPAA	1		297	10	tier_2	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018207.1.region002	BGC40	NRPS	FAM_01266;FAM_01725	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002174.2 | ε-Poly-L-lysine; clustercompare 0.6748610888554819: ε-Poly-L-lysine; FBGC00614 58.0: epsilon-poly-L-lysine	ε-Poly-L-lysine	epsilon-poly-L-lysine	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; FunBGCeX_similarity>=10; product_support=keyword	Zymoseptoria_tritici_IPO323 NC_018207.1.region002 represents BiG-SCAPE CC 18739 (FAM_01266) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002174.2 | ε-Poly-L-lysine; clustercompare 0.6748610888554819: ε-Poly-L-lysine; FBGC00614 58.0: epsilon-poly-L-lysine, but product identity is not assigned.
326	atlas_context	dataset_family_atlas	15498	mix	FAM_01075	FAM_01075;FAM_02109	1	1		0	1	present	mix;terpene	terpene	1		299	10	tier_2	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307543.1.region001	BGC2	terpene	FAM_01075;FAM_02109	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.7921097673428111: (+)-δ-cadinol; FBGC00450 100.0: alpha-muurolene	(+)-δ-cadinol	alpha-muurolene	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Coprinopsis_cinerea_okayama7_130 NW_003307543.1.region001 represents BiG-SCAPE CC 15498 (FAM_01075) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.7921097673428111: (+)-δ-cadinol; FBGC00450 100.0: alpha-muurolene, but product identity is not assigned.
327	atlas_context	dataset_family_atlas	2956	mix	FAM_00386	FAM_00386;FAM_01862	1	1		0	1	present	mix;terpene	terpene	1		300	10	tier_2	Pleurotus_ostreatus_PC15	UNLABELED	KL198004.1.region002	BGC2	terpene	FAM_00386;FAM_01862	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.7896200271204719: (+)-δ-cadinol; FBGC00450 73.5: alpha-muurolene	(+)-δ-cadinol	alpha-muurolene	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Pleurotus_ostreatus_PC15 KL198004.1.region002 represents BiG-SCAPE CC 2956 (FAM_00386) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.7896200271204719: (+)-δ-cadinol; FBGC00450 73.5: alpha-muurolene, but product identity is not assigned.
328	atlas_context	dataset_family_atlas	19887	mix	FAM_01323	FAM_01323;FAM_02192	1	1		0	1	present	mix;terpene	terpene	1		301	10	tier_2	Pleurotus_ostreatus_PC15	UNLABELED	KL198010.1.region005	BGC22	terpene	FAM_01323;FAM_02192	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.7922868660261826: (+)-δ-cadinol; FBGC00454 73.9: sesquiterpenes	(+)-δ-cadinol	sesquiterpenes	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Pleurotus_ostreatus_PC15 KL198010.1.region005 represents BiG-SCAPE CC 19887 (FAM_01323) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.7922868660261826: (+)-δ-cadinol; FBGC00454 73.9: sesquiterpenes, but product identity is not assigned.
329	atlas_context	dataset_family_atlas	16143	mix	FAM_01117	FAM_01117;FAM_02121	1	1		0	1	present	mix;terpene	terpene	1		302	10	tier_2	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307541.1.region004	BGC8	terpene	FAM_01117;FAM_02121	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002707.2 | (+)-δ-cadinol; clustercompare 0.8126005363426164: (+)-δ-cadinol; FBGC00449 100.0: germacrene A	(+)-δ-cadinol	germacrene A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Coprinopsis_cinerea_okayama7_130 NW_003307541.1.region004 represents BiG-SCAPE CC 16143 (FAM_01117) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002707.2 | (+)-δ-cadinol; clustercompare 0.8126005363426164: (+)-δ-cadinol; FBGC00449 100.0: germacrene A, but product identity is not assigned.
330	atlas_context	dataset_family_atlas	712	mix	FAM_00277	FAM_00277;FAM_01824	1	1		0	1	present	mix;terpene	terpene	1		303	10	tier_2	Pleurotus_ostreatus_PC15	UNLABELED	KL198005.1.region001	BGC4	terpene	FAM_00277;FAM_01824	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.8038464537950906: (+)-δ-cadinol; FBGC00448 76.1: germacrene A	(+)-δ-cadinol	germacrene A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Pleurotus_ostreatus_PC15 KL198005.1.region001 represents BiG-SCAPE CC 712 (FAM_00277) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002708.2 | (+)-δ-cadinol; clustercompare 0.8038464537950906: (+)-δ-cadinol; FBGC00448 76.1: germacrene A, but product identity is not assigned.
331	atlas_context	dataset_family_atlas	20132	mix	FAM_01336	FAM_01336;FAM_01743	1	1		0	1	present	NRPS;mix	NRPS	1		334	9	tier_2	Colletotrichum_higginsianum_IMI_349063	UNLABELED	NC_030955.1.region003	BGC9	NRPS	FAM_01336;FAM_01743	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0001636.4 | KK-1; clustercompare 0.7606527316427755: AbT1; FBGC00591 50.1: aureobasidin A	KK-1	aureobasidin A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Colletotrichum_higginsianum_IMI_349063 NC_030955.1.region003 represents BiG-SCAPE CC 20132 (FAM_01336) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001636.4 | KK-1; clustercompare 0.7606527316427755: AbT1; FBGC00591 50.1: aureobasidin A, but product identity is not assigned.
332	atlas_context	dataset_family_atlas	1649	mix	FAM_00318	FAM_00318;FAM_01462	1	1		0	1	present	NRPS;mix	NRPS	1		335	9	tier_2	Aspergillus_fumigatus_Af293	UNLABELED	NC_007196.1.region003	BGC15	NRPS	FAM_00318;FAM_01462	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7486718325815241: dimethylcoprogen; FBGC00374 100.0: triacetylfusarinine C/hydroxyferricrocin	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	triacetylfusarinine C/hydroxyferricrocin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_fumigatus_Af293 NC_007196.1.region003 represents BiG-SCAPE CC 1649 (FAM_00318) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7486718325815241: dimethylcoprogen; FBGC00374 100.0: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
333	atlas_context	dataset_family_atlas	16796	mix	FAM_01151	FAM_01151;FAM_02635	1	1		0	1	present	PKS;mix	T1PKS	1		336	9	tier_2	Talaromyces_marneffei_ATCC_18224	UNLABELED	DS995899.1.region008	BGC56	PKS	FAM_01151;FAM_02635	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002063.3 | cryptosporioptide B/cryptosporioptide A/cryptosporioptide C; clustercompare 0.6887076824250212: alternariol; FBGC00028 62.5: cryptosporioptides	cryptosporioptide B/cryptosporioptide A/cryptosporioptide C	cryptosporioptides	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; FunBGCeX_similarity>=10	Talaromyces_marneffei_ATCC_18224 DS995899.1.region008 represents BiG-SCAPE CC 16796 (FAM_01151) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002063.3 | cryptosporioptide B/cryptosporioptide A/cryptosporioptide C; clustercompare 0.6887076824250212: alternariol; FBGC00028 62.5: cryptosporioptides, but product identity is not assigned.
334	atlas_context	dataset_family_atlas	1323	mix	FAM_00306	FAM_00306;FAM_02762	1	1		0	1	present	PKS.other;mix	T1PKS.indole	1		337	9	tier_2	Colletotrichum_higginsianum_IMI_349063	UNLABELED	NC_030956.1.region004	BGC19	PKS;indole	FAM_00306;FAM_02762	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002233.3 | trichoxide; clustercompare 0.6374223487621915: prolipyrone B, gibepyrone D; FBGC00191 42.8: flavoglaucin	trichoxide	flavoglaucin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; FunBGCeX_similarity>=10	Colletotrichum_higginsianum_IMI_349063 NC_030956.1.region004 represents BiG-SCAPE CC 1323 (FAM_00306) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002233.3 | trichoxide; clustercompare 0.6374223487621915: prolipyrone B, gibepyrone D; FBGC00191 42.8: flavoglaucin, but product identity is not assigned.
335	atlas_context	dataset_family_atlas	17224	mix	FAM_01178	FAM_01178;FAM_02403	1	1		0	1	present	NRPS.PKS;mix	NRPS.T1PKS	1		338	9	tier_2	Talaromyces_marneffei_ATCC_18224	UNLABELED	DS995905.1.region001	BGC6	NRPS;PKS	FAM_01178;FAM_02403	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0001290.4 | emericellamide A/emericellamide B; clustercompare 0.7523122585540063: prolipyrone B, gibepyrone D; FBGC00297 24.2: beauveriolide I	emericellamide A/emericellamide B	beauveriolide I	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Talaromyces_marneffei_ATCC_18224 DS995905.1.region001 represents BiG-SCAPE CC 17224 (FAM_01178) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001290.4 | emericellamide A/emericellamide B; clustercompare 0.7523122585540063: prolipyrone B, gibepyrone D; FBGC00297 24.2: beauveriolide I, but product identity is not assigned.
336	atlas_context	dataset_family_atlas	7969	mix	FAM_00656	FAM_00656;FAM_02364	1	1		0	1	present	NRPS.PKS;mix	NRPS.T1PKS	1		339	9	tier_2	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018217.1.region002	BGC9	NRPS;PKS	FAM_00656;FAM_02364	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0000292.4 | acetylaranotin; clustercompare 0.7314962475224724: prolipyrone B, gibepyrone D; FBGC00609 17.0: 1-(2,6-dihydroxyphenyl)but-2-en-1-one	acetylaranotin	1-(2,6-dihydroxyphenyl)but-2-en-1-one	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Zymoseptoria_tritici_IPO323 NC_018217.1.region002 represents BiG-SCAPE CC 7969 (FAM_00656) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0000292.4 | acetylaranotin; clustercompare 0.7314962475224724: prolipyrone B, gibepyrone D; FBGC00609 17.0: 1-(2,6-dihydroxyphenyl)but-2-en-1-one, but product identity is not assigned.
337	atlas_context	dataset_family_atlas	2987	mix	FAM_00387	FAM_00387;FAM_01479	1	1		0	1	present	NRPS;mix	NRPS	1		341	9	tier_2	Trichoderma_reesei_QM6a	UNLABELED	NW_006711193.1.region001	BGC43	NRPS	FAM_00387;FAM_01479	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7469165822542637: dimethylcoprogen; FBGC00374 63.7: triacetylfusarinine C/hydroxyferricrocin	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	triacetylfusarinine C/hydroxyferricrocin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Trichoderma_reesei_QM6a NW_006711193.1.region001 represents BiG-SCAPE CC 2987 (FAM_00387) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7469165822542637: dimethylcoprogen; FBGC00374 63.7: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
338	atlas_context	dataset_family_atlas	10931	mix	FAM_00817	FAM_00817;FAM_01595	1	1		0	1	present	NRPS;mix	NRPS.NRPS-like	1		342	9	tier_2	Fusarium_verticillioides_7600	UNLABELED	NC_031681.1.region001	BGC39	NRPS	FAM_00817;FAM_01595	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002164.2 | peramine; clustercompare 0.7556472905235396: dimethylcoprogen; FBGC00534 3.8: chlorflavonin	peramine	chlorflavonin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7	Fusarium_verticillioides_7600 NC_031681.1.region001 represents BiG-SCAPE CC 10931 (FAM_00817) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002164.2 | peramine; clustercompare 0.7556472905235396: dimethylcoprogen; FBGC00534 3.8: chlorflavonin, but product identity is not assigned.
339	atlas_context	dataset_family_atlas	4234	mix	FAM_00456	FAM_00456;FAM_02348	1	1		0	1	present	NRPS.PKS;mix	NRPS.T1PKS	1		343	9	tier_2	Podospora_anserina_S_mat	UNLABELED	NW_001914859.1.region001	BGC2	NRPS;PKS	FAM_00456;FAM_02348	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	BGC0002261.2 | lucilactaene; clustercompare 0.7662383486772842: fusarin C; FBGC00122 11.6: lucilactaene	lucilactaene	lucilactaene	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Podospora_anserina_S_mat NW_001914859.1.region001 represents BiG-SCAPE CC 4234 (FAM_00456) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002261.2 | lucilactaene; clustercompare 0.7662383486772842: fusarin C; FBGC00122 11.6: lucilactaene, but product identity is not assigned.
